Id,lldpServiceEnabledIsError,ipSourceRoutingIsError,strongPasswordEnabledValue,aaaCommandAuthorizationIsApplicable,sshKeySizeIsApplicable,slibHost,slib,lastDataUpdateTime,snmpServiceEnabledIsError,isdeleted,ntpServerConfigurationIsApplicable,calculatedStatus,accountingConfigurationIsApplicable,ntpPeerConfigurationIsApplicable,ntpPeerConfigurationIsError,vtyLineExecTimeoutIsApplicable,authorizationConfigurationIsApplicable,remoteSyslogEnabledIsApplicable,vceSystemGeo,serialNum,authenticationStatusEnabledIsError,ipSourceRoutingIsApplicable,classification,vtyLineSessionLimitIsError,authenticationStatusEnabledIsApplicable,strongPasswordEnabledIsApplicable,vtyConsoleExecTimeoutValue,snmpReadWriteConfigurationIsError,sshKeySizeIsError,vtyLineExecTimeoutValue,absTimeToDelete,snmpReadOnlyConfigurationIsApplicable,bannerIsError,vceSystemBuilding,aaaCommandAuthorizationIsError,slibHostIp,vendor,ntpServerConfigurationIsError,systemType,memoryUtilization,ntpEnabledIsError,communicationSshEnabled,vceSystemSerialNo,snmpV3EnabledValue,switchOutOctets,isFRU,accountingConfigurationIsError,dataCenter,vceDisplayName,visionVersion,remoteSyslogEnabledIsError,modelName,firmwareRev,bannerValue,vceSystemTag,vtyLineSessionLimitValue,Label,cdpServiceEnabledIsApplicable,vceSystemModelName,sshKeySizeValue,processorUtilization,switchInOctets,authenticationConfigurationIsApplicable,ntpEnabledIsApplicable,parentRelPos,switchOutThroughput,ntpEnabledValue,authorizationConfigurationIsError,authenticationStatusEnabledValue,lldpServiceEnabledIsApplicable,snmpReadWriteConfigurationIsApplicable,containedIn,host,vtyConsoleExecTimeoutIsApplicable,softwareRev,cvmHostIp,cdpServiceEnabledValue,authenticationConfigurationIsError,cvmHost,ipAddress,snmpReadOnlyConfigurationIsError,switchInThroughput,strongPasswordEnabledIsError,fcoeServiceEnabledIsApplicable,vtyLineSessionLimitIsApplicable,hardwareRev,lastStatusChange,name,operStatus,snmpServiceEnabledValue,remoteSyslogEnabledValue,vendorType,switchType,ipSourceRoutingValue,bannerIsApplicable,vceSystemDescription,description,topComponentId,lldpServiceEnabledValue,vtyConsoleExecTimeoutIsError,unusedRouterInterfaceEnabledIsApplicable,cdpServiceEnabledIsError,accountingConfigurationValue,lastOperStatus,vtyLineExecTimeoutIsError,alias,communicationTelnetEnabled,ntpServerConfigurationValue,class,fcoeServiceEnabledIsError,authenticationConfigurationValue,snmpReadOnlyConfigurationValue,authorizationConfigurationValue,unusedRouterInterfaceEnabledIsError,assetID,communicationHttpEnabled,snmpServiceEnabledIsApplicable,time,properties,speed,adminStatus,mtu,portType,type,outputPower,ambientTempAvg,ambientTempMin,ambientTemp,inputVoltageAvg,inputVoltageMin,ambientTempMax,outputPowerAvg,outputPowerMin,outputCurrentMax,output12VoltageMax,output3VoltageAvg,output3VoltageMin,inputVoltage,outputCurrent,output3VoltageMax,power,output3Voltage,outputCurrentAvg,outputCurrentMin,inputVoltageMax,outputPowerMax,output12VoltageMin,output12VoltageAvg,output12Voltage,speedMax,speedAvg,speedMi
10.3.32.16-entPhysicalTable-4990,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947493,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271687,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-41,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-41,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-41,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4988,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947514,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271683,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-39,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-39,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-39,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4983,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947435,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271675,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-34,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-34,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-34,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4963,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947508,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272053,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-14,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-14,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-14,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4982,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947424,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271673,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-33,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-33,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-33,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4961,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947433,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272046,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-12,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-12,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-12,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4976,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947471,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271658,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-27,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-27,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-27,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4975,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947453,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271657,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-26,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-26,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-26,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4959,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947447,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607272042,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-10,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-10,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-10,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4995,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947484,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271703,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-46,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-46,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-46,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4973,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947482,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271654,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-24,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-24,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-24,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4955,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947465,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271572,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-6,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-6,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-6,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-21590,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947527,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,,na,na,na,na,na,na,na,na,na,na,1481605747527,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,FALSE,na,datacenter1,10.3.32.16-entPhysicalTable-21590,3.5.0.0,na,,na,na,VxB540,na,networkTempSensor,na,540w10T1,na,na,na,na,na,1,na,na,na,na,na,na,22,hoc-vblk-vsn1.heartland.inc,na,na,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,na,na,module-1 Outlet,operable,na,na,cevSensor15302701Temp,na,na,na,540w10T1 V76FN0516001,module-1 Outlet,10.3.32.16,na,na,na,na,na,na,na,na,na,na,sensor,na,na,na,na,na,na,na,na,1480998563321,{},na,na,na,na,celsius,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-21593,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947522,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,,na,na,na,na,na,na,na,na,na,na,1481605747522,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,FALSE,na,datacenter1,10.3.32.16-entPhysicalTable-21593,3.5.0.0,na,,na,na,VxB540,na,networkTempSensor,na,540w10T1,na,na,na,na,na,4,na,na,na,na,na,na,22,hoc-vblk-vsn1.heartland.inc,na,na,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,na,na,module-1 Intake,operable,na,na,cevSensor15302701Temp,na,na,na,540w10T1 V76FN0516001,module-1 Intake,10.3.32.16,na,na,na,na,na,na,na,na,na,na,sensor,na,na,na,na,na,na,na,na,1480998563321,{},na,na,na,na,celsius,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-21591,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947525,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,,na,na,na,na,na,na,na,na,na,na,1481605747525,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,FALSE,na,datacenter1,10.3.32.16-entPhysicalTable-21591,3.5.0.0,na,,na,na,VxB540,na,networkTempSensor,na,540w10T1,na,na,na,na,na,2,na,na,na,na,na,na,22,hoc-vblk-vsn1.heartland.inc,na,na,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,na,na,module-1 Outlet,operable,na,na,cevSensor15302701Temp,na,na,na,540w10T1 V76FN0516001,module-1 Outlet,10.3.32.16,na,na,na,na,na,na,na,na,na,na,sensor,na,na,na,na,na,na,na,na,1480998563321,{},na,na,na,na,celsius,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4952,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947457,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271852,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-3,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-3,operable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-3,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},4295.0,up,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4969,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947501,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271624,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-20,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-20,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-20,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4971,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947473,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271650,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-22,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-22,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-22,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4974,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947459,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271655,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-25,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-25,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-25,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4986,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947505,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271680,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-37,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-37,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-37,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4981,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947427,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271671,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-32,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-32,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-32,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
10.3.32.16-entPhysicalTable-4964,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,TRUE,1481000947503,na,false,na,operable,na,na,na,na,na,na,Dubuque IA,0,na,na,na,na,na,na,na,na,na,na,1481607271587,na,na,Dubuque,na,10.3.32.8,Cisco Systems,na,VBLOCK,na,na,na,V76FN0516001,na,na,na,na,datacenter1,10.3.32.16 Supervisor-1 Port-15,3.5.0.0,na,Sup-Port,0,na,VxB540,na,Port,na,540w10T1,na,na,na,na,na,na,na,na,na,na,na,na,na,hoc-vblk-vsn1.heartland.inc,na,0,10.3.32.10,na,na,hoc-vblk-vsn2.heartland.inc,na,na,na,na,na,na,0,2016-12-05T05:26:11.843Z,Supervisor-1 Port-15,inoperable,na,na,na,na,na,na,540w10T1 V76FN0516001,Supervisor-1 Port-15,10.3.32.16,na,na,na,na,na,notApplicable,na,SUPport,na,na,na,na,na,na,na,na,na,na,na,1481002200000,{},0.0,down,2112.0,fcport,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,n
